activity_id,community_id,activity_name_zh,activity_type_code,description_zh,start_date,end_date,recurring,venue_name_zh,address_zh,participant_count,target_groups,evidence_level,source_title,source_url,source_accessed_on,record_status,data_quality_flag,is_example,created_at,updated_at,schema_version,notes
ACT-2024-0018,COM-0024,手機使用教學,digital_learning,臺北市政府社會局核定之「手機使用教學」方案；本紀錄保留核定名稱與預定執行期間。,2024-09-01,2024-11-30,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-018；核定表編號 57，PDF 第 2 頁。 原始預定期間：9–11月。 預計受益人數：20；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0019,COM-0007,長青樂活班,health_promotion,臺北市政府社會局核定之「長青樂活班」方案；本紀錄保留核定名稱與預定執行期間。,2024-03-01,2024-12-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-019；核定表編號 58，PDF 第 2 頁。 原始預定期間：3–12月。 預計受益人數：30；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0020,COM-0005,有氧樂齡操課程,health_promotion,臺北市政府社會局核定之「有氧樂齡操課程」方案；本紀錄保留核定名稱與預定執行期間。,2024-07-01,2024-09-30,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-020；核定表編號 73，PDF 第 3 頁。 原始預定期間：7–9月。 預計受益人數：20；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0021,COM-0005,社區入戶關懷訪視及共好小站,care_service,臺北市政府社會局核定之「社區入戶關懷訪視及共好小站」方案；本紀錄保留核定名稱與預定執行期間。,2024-03-01,2024-07-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-021；核定表編號 74，PDF 第 4 頁。 原始預定期間：3–7月。 預計受益人數：155；此值不是實際參與人次。 核定金額：新臺幣 30000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0022,COM-0011,社區共好小站服務培力,care_service,臺北市政府社會局核定之「社區共好小站服務培力」方案；本紀錄保留核定名稱與預定執行期間。,2024-04-01,2024-07-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-022；核定表編號 75，PDF 第 4 頁。 原始預定期間：4–7月。 預計受益人數：100；此值不是實際參與人次。 核定金額：新臺幣 10000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0023,COM-0011,社區友善共好增能培力,volunteer_service,臺北市政府社會局核定之「社區友善共好增能培力」方案；本紀錄保留核定名稱與預定執行期間。,2024-03-01,2024-06-30,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-023；核定表編號 76，PDF 第 4 頁。 原始預定期間：3–6月。 預計受益人數：20；此值不是實際參與人次。 核定金額：新臺幣 39100 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0024,COM-0005,志力互助增能 GO,volunteer_service,臺北市政府社會局核定之「志力互助增能 GO」方案；本紀錄保留核定名稱與預定執行期間。,2024-05-01,2024-07-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-024；核定表編號 77，PDF 第 4 頁。 原始預定期間：5–7月。 預計受益人數：15；此值不是實際參與人次。 核定金額：新臺幣 36600 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0025,COM-0007,志工團隊培力方案,volunteer_service,臺北市政府社會局核定之「志工團隊培力方案」方案；本紀錄保留核定名稱與預定執行期間。,2024-03-01,2024-10-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-025；核定表編號 78，PDF 第 4 頁。 原始預定期間：3–10月。 預計受益人數：20；此值不是實際參與人次。 核定金額：新臺幣 36540 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0026,COM-0007,入戶關懷暨高齡長者敬老關懷活動,care_service,臺北市政府社會局核定之「入戶關懷暨高齡長者敬老關懷活動」方案；本紀錄保留核定名稱與預定執行期間。,2024-04-01,2024-10-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫第二階段核定表（萬華區、南港區、中正區）,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LqM6ZqO5q615qC45a6a6KGoLeS4reato%2BiQrOiPr%2BWNl%2Ba4rygxMTMwMzIy5qC45a6aKS5wZGY%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE0MjI4Ny9jZGQyNDcyNi0zYzExLTQ4ZDYtOGMzNy0zYjhiMzI0N2FlNTcucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-026；核定表編號 79，PDF 第 4 頁。 原始預定期間：4–10月。 預計受益人數：130；此值不是實際參與人次。 核定金額：新臺幣 40000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0027,COM-0023,社區多元關懷服務,care_service,臺北市政府社會局核定之「社區多元關懷服務」方案；本紀錄保留核定名稱與預定執行期間。,2024-01-01,2024-12-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-027；核定表編號 13，PDF 第 3 頁。 原始預定期間：1–12月。 核定金額：新臺幣 550000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0028,COM-0005,互助共好社區生活方案,care_service,臺北市政府社會局核定之「互助共好社區生活方案」方案；本紀錄保留核定名稱與預定執行期間。,2024-01-16,2024-12-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-028；核定表編號 14，PDF 第 3 頁。 原始預定期間：1月16日–12月。 核定金額：新臺幣 200000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0029,COM-0007,新忠社區互助共好大家庭,care_service,臺北市政府社會局核定之「新忠社區互助共好大家庭」方案；本紀錄保留核定名稱與預定執行期間。,2024-01-01,2024-12-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫專案五專案六第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC9jZGE5ODc0Ni1jMjA1LTQ1MmYtOTBhOC0zMDA5NTBmMDEzYmEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-029；核定表編號 15，PDF 第 3 頁。 原始預定期間：1–12月。 核定金額：新臺幣 500000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2024-0030,COM-0010,社區互助關懷、共創美好社區,care_service,臺北市政府社會局核定之「社區互助關懷、共創美好社區」方案；本紀錄保留核定名稱與預定執行期間。,2024-01-01,2024-12-31,true,,,,,A,113年度推動社區發展及互助共好補助計畫專案五專案六第二階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTEz5bm05bqm5o6o5YuV56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr5bCI5qGI5LqU5bCI5qGI5YWt56ys5LqM6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTE2NTc5MC82YzQ0YTE3MC1lOTdlLTQ5MGUtYjYzNS02MzIxYTAxZjQwNDkucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2024-030；核定表編號 50，PDF 第 1 頁。 原始預定期間：1–12月。 核定金額：新臺幣 450000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0001,COM-0004,堀江町社區歡慶活動,culture,臺北市政府社會局核定之「堀江町社區歡慶活動」方案；本紀錄保留核定名稱與預定執行期間。,2025-02-01,2025-05-31,true,,,,,A,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-001；核定表編號 2，PDF 第 1 頁。 原始預定期間：2月及5月各擇1日。 預計受益人數：500；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0002,COM-0023,耆老傳承親子活動,youth_engagement,臺北市政府社會局核定之「耆老傳承親子活動」方案；本紀錄保留核定名稱與預定執行期間。,2025-02-01,2025-02-28,false,,,,,A,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-002；核定表編號 3，PDF 第 1 頁。 原始預定期間：2月擇1日。 預計受益人數：250；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0003,COM-0010,元宵節活動,culture,臺北市政府社會局核定之「元宵節活動」方案；本紀錄保留核定名稱與預定執行期間。,2025-02-01,2025-02-28,false,,,,,A,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-003；核定表編號 4，PDF 第 1 頁。 原始預定期間：2月擇1日。 預計受益人數：250；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0004,COM-0017,綠堤里歡慶元宵活動,culture,臺北市政府社會局核定之「綠堤里歡慶元宵活動」方案；本紀錄保留核定名稱與預定執行期間。,2025-02-01,2025-02-28,false,,,,,A,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-004；核定表編號 5，PDF 第 1 頁。 原始預定期間：2月擇1日。 預計受益人數：400；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0005,COM-0006,元宵踩街活動,culture,臺北市政府社會局核定之「元宵踩街活動」方案；本紀錄保留核定名稱與預定執行期間。,2025-02-01,2025-02-28,false,,,,,A,114年度推動社區發展及互助共好補助計畫第一階段核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=MTE05bm05bqm56S%2B5Y2A55m85bGV5Y%2BK5LqS5Yqp5YWx5aW96KOc5Yqp6KiI55Wr56ys5LiA6ZqO5q615qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM0NzQ3MS85NDI4MWFhZC0zMTZhLTQ2YWYtOTIyZi1iNDBmYjU4MjY2ZTEucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-005；核定表編號 21，PDF 第 2 頁。 原始預定期間：2月擇1日。 預計受益人數：350；此值不是實際參與人次。 核定金額：新臺幣 20000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0006,COM-0023,社區多元關懷服務,care_service,臺北市政府社會局核定之「社區多元關懷服務」方案；本紀錄保留核定名稱與預定執行期間。,2025-01-01,2025-12-31,true,,,,,A,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-006；核定表編號 3，PDF 第 1 頁。 原始預定期間：1月1日–12月31日。 核定金額：新臺幣 550000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0007,COM-0005,互助共好社區生活方案,care_service,臺北市政府社會局核定之「互助共好社區生活方案」方案；本紀錄保留核定名稱與預定執行期間。,2025-01-16,2025-12-15,true,,,,,A,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-007；核定表編號 18，PDF 第 4 頁。 原始預定期間：1月16日–12月15日。 核定金額：新臺幣 350000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0008,COM-0007,新忠社區互助共好大家庭,care_service,臺北市政府社會局核定之「新忠社區互助共好大家庭」方案；本紀錄保留核定名稱與預定執行期間。,2025-01-01,2025-12-31,true,,,,,A,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-008；核定表編號 21，PDF 第 5 頁。 原始預定期間：1月1日–12月31日。 核定金額：新臺幣 500000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
ACT-2025-0009,COM-0010,社區互助關懷、共創美好社區,care_service,臺北市政府社會局核定之「社區互助關懷、共創美好社區」方案；本紀錄保留核定名稱與預定執行期間。,2025-01-01,2025-12-31,true,,,,,A,114年社區發展及互助共好補助計畫專案五、專案六第一梯次核定表,https://www-ws.gov.taipei/Download.ashx?icon=..pdf&n=5bCI5qGI5LqU5bCI5qGI5YWt56ys5LiA5qKv5qyh5qC45a6a6KGoLnBkZg%3D%3D&u=LzAwMS9VcGxvYWQvMzU4L3JlbGZpbGUvNTc4ODEvOTM5ODc1OS8yYWRmYzk1ZC01NWJhLTQzMjktOTkwZS03MDg2ZmM5N2UyMjUucGRm,2026-08-03,verified,low_evidence,false,2026-08-03T12:00:00Z,2026-08-03T12:00:00Z,1.1.0,來源轉錄碼 SRC-ACT-2025-009；核定表編號 34，PDF 第 9 頁。 原始預定期間：1月1日–12月31日。 核定金額：新臺幣 500000 元；本 Sprint 不以金額評估成效。 證據只支持方案獲核定與預定執行期間，未查得核銷或成果資料，不得解讀為已執行或完成。
